target,is_binary,n_features,features,holdout_score,n_train,n_test,metric,split
tgt_breakout_any_5,True,20,"atr_change_pct_14, inter_trade_std_z, burstiness, trade_rate_std, volume_per_second_std, wave_energy, trade_time_entropy, taylor_rate_r2, market_temperature, max_drawup, max_drawdown, flash_event_count_z, quartile_vol_ratio_z, monotonicity_score, max_up_sweep_z, arrival_time_kurtosis, max_down_sweep_z, kinetic_energy, carrying_capacity_ratio_z, taylor_rate_a2",0.3586753731343283,3132,540,AUC_dev,2
tgt_breakout_down_10,True,20,"close_to_vwap, max_drawup, dist_to_pivot_bps_z, dist_to_support_5_bps, time_to_high_pct, is_swing_low, time_to_low_pct, donchian_mid_dist_bps_10_z, breakout_up_bps_5_z, low, ofi_second_half, panic_sell_ratio, wave_energy, potential_energy, burstiness, golden_ratio_composite, monotonicity_score, atr_change_pct_14, inter_trade_std_z, aggression_imbalance",0.2656445273586785,3132,540,AUC_dev,2
tgt_breakout_down_3,True,20,"close_to_vwap, max_drawup, dist_to_pivot_bps_z, time_to_low_pct, dist_to_support_5_bps, time_to_high_pct, is_swing_low, ofi_second_half, panic_sell_ratio, donchian_mid_dist_bps_10_z, fair_value_change_bps, uptick_pct, dist_to_resistance_5_bps, aggression_imbalance, ofi_persistence_z, first_half_return_z, golden_ratio_composite, vol_asymmetry, cvd_max, breakout_up_bps_5_z",0.31713068181818194,3132,540,AUC_dev,2
tgt_breakout_down_5,True,20,"close_to_vwap, max_drawup, dist_to_pivot_bps_z, dist_to_support_5_bps, time_to_high_pct, is_swing_low, time_to_low_pct, ofi_second_half, donchian_mid_dist_bps_10_z, panic_sell_ratio, breakout_up_bps_5_z, wave_energy, aggression_imbalance, dist_to_resistance_5_bps, fair_value_change_bps, potential_energy, vol_asymmetry, golden_ratio_composite, burstiness, cvd_max",0.31412456332045746,3132,540,AUC_dev,2
tgt_breakout_up_10,True,20,"close_to_vwap, dist_to_pivot_bps_z, is_swing_high, max_drawdown, time_to_high_pct, ofi_second_half, time_to_low_pct, donchian_mid_dist_bps_10_z, dist_to_resistance_5_bps, cvd_min, dist_to_support_5_bps, golden_ratio_composite, atr_change_pct_14, uptick_pct, wavelet_energy_s5, trade_rate_std, inter_trade_std_z, fair_value_change_bps, ll_streak_z, breakout_down_bps_10_z",0.2993721816687013,3132,540,AUC_dev,2
tgt_breakout_up_3,True,20,"close_to_vwap, dist_to_pivot_bps_z, max_drawdown, time_to_high_pct, time_to_low_pct, is_swing_high, dist_to_resistance_5_bps, ofi_second_half, cvd_min, dist_to_support_5_bps, fair_value_change_bps, ofi_persistence_z, golden_ratio_composite, donchian_mid_dist_bps_10_z, vol_asymmetry, aggression_imbalance, first_half_return_z, panic_sell_ratio, twap_vwap_spread_bps, volume_profile_skew",0.32879352015154484,3132,540,AUC_dev,2
tgt_breakout_up_5,True,20,"close_to_vwap, dist_to_pivot_bps_z, max_drawdown, time_to_high_pct, time_to_low_pct, ofi_second_half, is_swing_high, dist_to_resistance_5_bps, cvd_min, golden_ratio_composite, dist_to_support_5_bps, donchian_mid_dist_bps_10_z, fair_value_change_bps, uptick_pct, first_half_return_z, vol_asymmetry, ofi_persistence_z, aggression_imbalance, trade_rate_std, atr_change_pct_14",0.30843240821963824,3132,540,AUC_dev,2
tgt_consolidation_3,True,20,"wave_energy, trade_rate_std, kinetic_energy, atr_change_pct_14, inter_trade_std_z, volume_per_second_std, market_temperature, burstiness, potential_energy, max_drawup, trade_time_entropy, monotonicity_score, convex_hull_area, max_up_sweep_z, taylor_rate_r2, max_drawdown, max_up_sweep, max_down_sweep_z, eigen_ratio_z, chebyshev_distance",0.38328804347826084,3132,540,AUC_dev,2
tgt_consolidation_5,True,20,"wave_energy, atr_change_pct_14, trade_rate_std, kinetic_energy, volume_per_second_std, market_temperature, burstiness, inter_trade_std_z, potential_energy, monotonicity_score, max_drawup, trade_time_entropy, chebyshev_distance, max_up_sweep, max_drawdown, eigen_ratio_z, taylor_rate_r2, max_up_sweep_z, max_down_sweep_z, vol_price_feedback_z",0.38076118496524725,3132,540,AUC_dev,2
tgt_crash_10,True,20,"market_temperature, volume_per_second_std, trade_rate_std, wave_energy, max_up_sweep, max_down_sweep_z, eigen_ratio_z, inter_trade_std_z, max_sell_run, chebyshev_distance, max_up_sweep_z, path_length_over_range, monotonicity_score, max_drawdown, burstiness, vol_of_vol_z, max_drawup, potential_energy, kinetic_energy, trade_time_entropy",0.283290461256563,3132,540,AUC_dev,2
tgt_crash_3,True,20,"trade_rate_std, market_temperature, volume_per_second_std, chebyshev_distance, wave_energy, vol_price_feedback_z, burstiness, vol_of_vol_z, eigen_ratio_z, max_down_sweep_z, max_drawdown, trade_time_entropy, max_up_sweep, wavelet_energy_s5, potential_energy, taylor_rate_r2, monotonicity_score, path_length_over_range, kinetic_energy, max_up_sweep_z",0.2348871860366113,3132,540,AUC_dev,2
tgt_crash_5,True,20,"market_temperature, trade_rate_std, volume_per_second_std, wave_energy, chebyshev_distance, max_up_sweep, max_drawdown, burstiness, eigen_ratio_z, monotonicity_score, inter_trade_std_z, max_sell_run, vol_price_feedback_z, potential_energy, wavelet_energy_s5, vol_of_vol_z, atr_change_pct_14, path_length_over_range, trade_time_entropy, max_down_sweep_z",0.25816993464052285,3132,540,AUC_dev,2
tgt_fill_prob_long_1,True,20,"micro_fear_greed_z, max_up_sweep, temperature_change_z, ohlc_triangle_area_z, range_compression_10, fib_vol_concentration, micro_fear_score, half_cosine_similarity, upper_wick_ratio, hilbert_std_freq, donchian_mid_dist_bps_10_z, lh_count_5, trade_rate_decay_z, fib_proximity, liq_pool_above_20_z, donchian_width_bps_10_z, size_imbalance, response_asymmetry, lh_count_10, side_switch_rate",0.039962825278810454,3132,540,AUC_dev,2
tgt_fill_prob_long_3,True,20,"aggression_imbalance, size_imbalance, ll_streak_z, fair_value_change_bps, value_area_overlap_pct_z, tail_volume_ratio_z, size_gini_z, response_asymmetry, range_compression_10, wavelet_energy_s2_z, micro_fear_greed_z, temperature_change_z, size_gini, ohlc_triangle_area_z, liq_pool_above_20_z, first_half_return_z, breakout_up_bps_5_z, side_switch_rate, side_sequence_entropy_z, ew_vol_exhaustion",-0.20686456400742115,3132,540,AUC_dev,2
tgt_fill_prob_short_1,True,20,"taylor_dominant_order, kyle_lambda_z, lyapunov_exponent, atr_change_pct_14, hh_streak_z, fractal_dimension_z, low_volume_node_pct_z, hilbert_std_amplitude, fractal_dimension, choch_count_5_z, binding_energy_z, taylor_asymmetry_curvature_ratio, dist_to_support_5_bps, liq_void_count_10_z, dominant_freq_z, avg_surprise_z, ew_wave_symmetry_z, price_curvature_z, disposition_effect_z, trade_rate_decay_z",0.3996282527881041,3132,540,AUC_dev,2
tgt_fill_prob_short_3,True,20,"taylor_ofi_a2, atr_change_pct_14, pv_principal_angle, fib_time_trade_pct_z, low_volume_node_pct_z, time_to_high_pct, choch_count_5_z, kyle_lambda_z, fractal_dimension, ew_wave_symmetry_z, taylor_dominant_order, disposition_effect_z, liq_void_count_10_z, fvg_bullish_size_bps_z, atr_5_z, low, trade_rate_decay_z, hh_streak_z, gap_bps_z, lyapunov_exponent",-0.20686456400742115,3132,540,AUC_dev,2
tgt_fill_prob_short_5,True,20,"taylor_ofi_a2, atr_change_pct_14, pv_principal_angle, fib_time_trade_pct_z, low_volume_node_pct_z, time_to_high_pct, choch_count_5_z, kyle_lambda_z, fractal_dimension, ew_wave_symmetry_z, taylor_dominant_order, disposition_effect_z, liq_void_count_10_z, fvg_bullish_size_bps_z, atr_5_z, low, trade_rate_decay_z, hh_streak_z, gap_bps_z, lyapunov_exponent",-0.20686456400742115,3132,540,AUC_dev,2
tgt_liquidation_cascade_3,True,20,"trade_rate_std, chebyshev_distance, market_temperature, volume_per_second_std, wave_energy, burstiness, vol_price_feedback_z, wavelet_energy_s5, eigen_ratio_z, trade_time_entropy, vol_of_vol_z, hour_sin, max_up_sweep, max_down_sweep_z, taylor_rate_r2, max_buy_run, session_asia, max_drawdown, post_shock_size_ratio, max_sell_run",0.3026788386710566,3132,540,AUC_dev,2
tgt_liquidation_cascade_5,True,20,"trade_rate_std, market_temperature, chebyshev_distance, wave_energy, volume_per_second_std, max_sell_run, max_up_sweep, burstiness, vol_price_feedback_z, max_drawdown, monotonicity_score, trade_time_entropy, atr_change_pct_14, path_length_over_range, wavelet_energy_s5, eigen_ratio_z, taylor_rate_r2, te_price_to_volume, donchian_width_bps_20, potential_energy",0.26567082111436946,3132,540,AUC_dev,2
tgt_max_drawdown_short_3,False,3,"donchian_width_bps_20, flash_event_count, max_drawdown",-0.05891286418163655,3132,540,R2,2
tgt_max_drawup_long_3,False,3,"donchian_width_bps_20, flash_event_count, max_drawdown",-0.05891286418163655,3132,540,R2,2
tgt_mean_reversion_5,True,20,"taylor_ofi_a2, kyle_lambda_z, taylor_asymmetry_curvature_ratio, herding_ratio_z, binding_energy_z, atr_change_pct_14, mi_side_return, low_volume_node_pct_z, avg_buy_size_z, mi_side_return_z, avg_surprise_z, lyapunov_exponent, time_to_high_pct, vwap_spread_bps, sub_regime_transitions, fractal_dimension, liq_sweep_count_10, fvg_bullish_size_bps_z, fractal_dimension_z, bos_bullish_count_5",0.3423005565862709,3132,540,AUC_dev,2
tgt_mid_reversion_1,True,20,"hilbert_std_freq, lyapunov_exponent, binding_energy_z, fib_vol_concentration, dow_sin, side_switch_rate, trade_rate_decay_z, ew_correction_quality_z, permutation_entropy, temperature_change_z, wavelet_energy_s5, predator_follows_prey, price_curvature_z, fractal_dimension, avg_surprise_z, fib_proximity, response_asymmetry, market_force_z, micro_fear_score, liq_pool_above_20_z",0.33255597014925375,3132,540,AUC_dev,2
tgt_mid_reversion_3,True,20,"size_imbalance, avg_surprise_z, binding_energy_z, side_switch_rate, kyle_lambda_z, hilbert_std_freq_z, hilbert_std_freq, response_asymmetry, hour_sin, size_gini_z, mi_side_return_z, donchian_width_bps_20, wavelet_energy_s2_z, trade_rate_decay_z, taylor_ofi_a2, eigen_ratio_z, heat_capacity, liq_pool_above_20_z, tail_volume_ratio_z, kyle_lambda",0.07899628252788105,3132,540,AUC_dev,2
tgt_optimal_action_5,True,20,"atr_percentile_20, atr_20_z, dow_sin, avg_notional_per_trade, flash_event_pct, avg_body_ratio_5, hilbert_amp_freq_corr_z, liq_void_up_bps_z, predator_follows_prey, stackelberg_buy_leader, taylor_price_r2, ew_last_wave_pct, choch_count_5_z, taylor_ofi_r2, ofi_second_half, lyapunov_exponent, bearish_patterns_5, response_asymmetry, donchian_width_bps_20, burstiness",,3132,540,AUC_dev,2
tgt_profitable_long_1,True,20,"is_swing_low, is_swing_high, low, dist_to_resistance_5_bps, dist_to_resistance_20_bps, trade_pct_q3, close_to_vwap, ew_swing_count, ohlc_triangle_area_z, market_force_z, auction_clearing_speed_z, predator_follows_prey, ofi_second_half, overlap_asia_europe, dist_to_support_5_bps, hour_sin, auction_clearing_speed, pattern_bias_5, donchian_mid_dist_bps_10_z, max_drawdown",0.20991549604916604,3132,540,AUC_dev,2
tgt_profitable_long_10,True,20,"low, hilbert_std_amplitude, trade_size_p75, market_pressure, resistance_touches_20, fib_wave_avg_dist_z, flash_event_count, predator_prey_ratio, breakout_up_bps_5_z, path_length_over_range, potential_energy, max_drawdown, liq_void_down_bps_z, zero_crossing_rate, gap_fill_rate_10, market_temperature, donchian_width_bps_20, max_drawup, graph_edge_count_z, avg_lower_wick_5_z",0.058179381243868344,3132,540,AUC_dev,2
tgt_profitable_long_3,True,20,"low, is_swing_low, hilbert_std_amplitude, max_drawdown, dist_to_resistance_5_bps, is_swing_high, hour_sin, burstiness, dist_to_resistance_20_bps, fvg_bearish_count_10, support_touches_20, market_pressure, vpin, session_asia, monotonicity_score, cvd_min, herding_ratio, potential_energy, hilbert_mean_amplitude_z, volume_per_second_std",0.1355572266087368,3132,540,AUC_dev,2
tgt_profitable_long_5,True,20,"low, hilbert_std_amplitude, is_swing_low, trade_size_p75, is_swing_high, max_drawdown, potential_energy, heat_capacity, dist_to_resistance_5_bps, monotonicity_score, market_temperature, max_drawup, market_pressure, hurst_regime, stop_hunt_up_score_z, kinetic_energy, range_compression_5, sub_regime_transitions, vpin, flash_event_count",0.06749330409803078,3132,540,AUC_dev,2
tgt_profitable_short_1,True,20,"is_swing_low, is_swing_high, low, dist_to_resistance_5_bps, dist_to_resistance_20_bps, close_to_vwap, dist_to_support_5_bps, ew_swing_count, auction_clearing_speed_z, donchian_mid_dist_bps_10_z, trade_pct_q3, ofi_second_half, dist_to_support_20_bps, ohlc_triangle_area_z, market_force_z, pattern_bias_5, hour_sin, overlap_asia_europe, upper_wick_ratio, session_europe",0.21020919695362972,3132,540,AUC_dev,2
tgt_profitable_short_10,True,20,"low, hilbert_std_amplitude, trade_size_p75, market_pressure, resistance_touches_20, breakout_up_bps_5_z, predator_prey_ratio, flash_event_count, liq_void_down_bps_z, potential_energy, path_length_over_range, max_drawdown, zero_crossing_rate, gap_fill_rate_10, graph_edge_count_z, donchian_width_bps_20, fib_wave_avg_dist_z, avg_lower_wick_5_z, max_drawup, market_temperature",0.0589139344262295,3132,540,AUC_dev,2
tgt_profitable_short_3,True,20,"low, is_swing_low, hilbert_std_amplitude, trade_size_p75, max_drawdown, dist_to_resistance_5_bps, is_swing_high, hour_sin, burstiness, dist_to_resistance_20_bps, fvg_bearish_count_10, support_touches_20, heat_capacity, fib_wave_avg_dist_z, market_pressure, lh_count_5, session_asia, monotonicity_score, vpin, volume_per_second_std",0.1311957671957672,3132,540,AUC_dev,2
tgt_profitable_short_5,True,20,"low, hilbert_std_amplitude, trade_size_p75, is_swing_low, max_drawdown, is_swing_high, potential_energy, monotonicity_score, dist_to_resistance_5_bps, market_pressure, market_temperature, max_drawup, hurst_regime, heat_capacity, stop_hunt_up_score_z, sub_regime_transitions, kinetic_energy, vpin, zero_crossing_rate, range_compression_5",0.06980056980056981,3132,540,AUC_dev,2
tgt_regime_change_10,True,20,"flash_event_pct, spectral_flatness_z, post_shock_pause_ratio, post_shock_pause_ratio_z, heat_capacity, hilbert_mean_amplitude_z, fractal_dimension, fractal_dimension_z, permutation_entropy, fvg_bearish_count_10, mi_side_return, dist_to_resistance_20_bps, dominant_freq_z, trade_pct_q3, low_volume_node_pct_z, wavelet_energy_s2_z, breakout_net_10, bos_bearish_count_5, fib_intertime_ratio_pct, dist_to_resistance_5_bps",0.05223193741371379,3132,540,AUC_dev,2
tgt_regime_change_5,True,20,"eigen_ratio_z, inter_trade_std_z, trade_rate_std, market_temperature, volume_per_second_std, vol_of_vol_z, post_shock_pause_ratio, vol_price_feedback_z, trade_time_entropy, wavelet_energy_s5, post_shock_pause_ratio_z, max_up_sweep_z, taylor_rate_r2, max_down_sweep_z, monotonicity_score, max_drawup, chebyshev_distance, kinetic_energy, dow_sin, max_sell_run",0.07864265494530498,3132,540,AUC_dev,2
tgt_relative_ret_1,False,6,"is_swing_low, is_swing_high, dist_to_resistance_20_bps, resistance_touches_20, support_touches_20, breakout_net_10",0.1266033410848182,3132,540,R2,2
tgt_relative_ret_3,False,3,"dist_to_resistance_20_bps, support_touches_20, resistance_touches_20",0.025466893814634406,3132,540,R2,2
tgt_relative_ret_5,False,3,"support_touches_20, dist_to_resistance_20_bps, resistance_touches_20",0.027232772796683347,3132,540,R2,2
tgt_ret_sign_1,True,20,"is_swing_low, is_swing_high, standing_wave_ratio_z, dist_to_support_5_bps, trade_pct_q1, gap_fill_rate_10_z, fib_time_trade_pct_z, avg_buy_size_z, taylor_rate_a2, hilbert_mean_freq, trade_size_p75, size_imbalance, time_to_high_pct, wavelet_energy_s2_z, eigen_ratio_z, ew_impulse_detected, auction_clearing_speed_z, ofi_shift, fib_wave_ratio_count_z, trade_rate_decay_z",,3132,540,AUC_dev,2
tgt_ret_sign_10,True,11,"taylor_ofi_a2, carrying_capacity_ratio_z, vpin, quartile_vol_ratio_z, taylor_price_ofi_alignment, liq_pool_above_10_z, monotonicity_score, taylor_ofi_r2, max_sell_run, gap_bps_z, taylor_curvature_trend_ratio_z",,3132,540,AUC_dev,2
tgt_ret_sign_3,True,15,"price_clustering, taylor_dominant_order, max_up_sweep, dist_to_pivot_bps_z, max_up_sweep_z, time_to_low_pct, dist_to_support_5_bps, atr_percentile_20, post_shock_pause_ratio, fib_time_trade_pct_z, ew_correction_quality_z, hilbert_amp_freq_corr_z, fvg_bullish_size_bps_z, heat_capacity, is_swing_low",,3132,540,AUC_dev,2
tgt_ret_sign_5,True,13,"taylor_asymmetry_curvature_ratio, stackelberg_buy_leader_z, hh_streak_z, ofi_persistence_z, zero_crossing_rate, contrarian_ratio_z, market_pressure, outside_bar, failed_breakout_up_5, arrival_time_kurtosis, ofi_second_half, taylor_curvature_trend_ratio_z, graph_asymmetry",,3132,540,AUC_dev,2
tgt_tail_event_1,True,20,"trade_rate_std, volume_per_second_std, market_temperature, chebyshev_distance, wave_energy, max_up_sweep, burstiness, vol_price_feedback_z, eigen_ratio_z, vol_of_vol_z, max_sell_run, max_buy_run, trade_time_entropy, potential_energy, max_up_sweep_z, max_drawdown, wavelet_energy_s5, max_down_sweep_z, te_price_to_volume, kinetic_energy",0.23617815990697344,3132,540,AUC_dev,2
tgt_tail_event_3,True,20,"market_temperature, trade_rate_std, volume_per_second_std, chebyshev_distance, eigen_ratio_z, wave_energy, max_up_sweep, max_down_sweep_z, vol_of_vol_z, path_length_over_range, max_sell_run, max_up_sweep_z, vol_price_feedback_z, inter_trade_std_z, wavelet_energy_s5, trade_time_entropy, burstiness, max_drawdown, monotonicity_score, potential_energy",0.26799503585217876,3132,540,AUC_dev,2
tgt_tail_event_5,True,20,"market_temperature, trade_rate_std, volume_per_second_std, wave_energy, eigen_ratio_z, chebyshev_distance, inter_trade_std_z, max_down_sweep_z, max_up_sweep, path_length_over_range, max_sell_run, vol_of_vol_z, monotonicity_score, vol_price_feedback_z, max_up_sweep_z, wavelet_energy_s5, max_drawdown, kinetic_energy, potential_energy, burstiness",0.28049136321195156,3132,540,AUC_dev,2
tgt_vol_expansion_10,True,20,"market_temperature, trade_rate_std, volume_per_second_std, wave_energy, eigen_ratio_z, chebyshev_distance, max_up_sweep, inter_trade_std_z, max_down_sweep_z, vol_of_vol_z, max_up_sweep_z, burstiness, potential_energy, vol_price_feedback_z, monotonicity_score, trade_time_entropy, max_drawdown, kinetic_energy, path_length_over_range, atr_change_pct_14",0.3699646059137045,3132,540,AUC_dev,2
tgt_vol_expansion_5,True,20,"market_temperature, trade_rate_std, volume_per_second_std, wave_energy, chebyshev_distance, eigen_ratio_z, inter_trade_std_z, vol_price_feedback_z, vol_of_vol_z, max_down_sweep_z, max_up_sweep, monotonicity_score, potential_energy, wavelet_energy_s5, burstiness, kinetic_energy, trade_time_entropy, max_drawdown, path_length_over_range, atr_change_pct_14",0.30078955781981953,3132,540,AUC_dev,2
tgt_adverse_selection_1,True,9,"is_swing_low, is_swing_high, vwap_gravity, total_energy, atr_5, fib_vol_ratio, choch_net_z, vpin, taylor_complexity_z",0.05262002743484229,3672,540,AUC_dev,3
tgt_adverse_selection_3,True,4,"breakout_down_bps_5_z, avg_surprise_z, is_swing_high, taylor_price_a1_z",0.06445347352816022,3672,540,AUC_dev,3
tgt_adverse_selection_5,True,12,"temperature_change_z, te_price_to_volume_z, hilbert_mean_freq, price_curvature_z, intracandle_reversal_z, ew_vol_exhaustion_z, te_price_to_volume, gap_fill_rate_10, is_swing_high, side_sequence_entropy_z, vol_price_feedback_z, burstiness",0.028449140548784668,3672,540,AUC_dev,3
tgt_alpha_1,False,5,"is_swing_low, is_swing_high, resistance_touches_20, dist_to_resistance_20_bps, support_touches_20",0.15588300507550623,3672,540,R2,3
tgt_alpha_3,False,3,"resistance_touches_20, dist_to_resistance_20_bps, support_touches_20",0.04401728206710476,3672,540,R2,3
tgt_alpha_5,False,4,"resistance_touches_20, dist_to_resistance_20_bps, support_touches_20, breakout_net_10",0.0468419733292218,3672,540,R2,3
tgt_autocorr_break_5,True,20,"avg_body_ratio_5, atr_5_z, avg_lower_wick_5, ob_supply_count_10, atr_5, atr_14_z, graph_edge_density_z, fvg_bearish_count_10, range_compression_5, avg_upper_wick_5, standing_wave_ratio_z, post_shock_pause_ratio, fib_wave_avg_dist, convex_hull_area, liq_void_count_10_z, lz_complexity, atr_percentile_20, liq_pool_below_10_z, inside_bar, post_shock_pause_ratio_z",0.05498274016792526,3672,540,AUC_dev,3
tgt_best_side_1,True,20,"is_swing_low, is_swing_high, standing_wave_ratio_z, dist_to_support_5_bps, trade_pct_q1, dist_to_support_10_bps, gap_fill_rate_10_z, avg_buy_size_z, taylor_rate_a2, hilbert_mean_freq, fib_time_vol_surprise_z, size_imbalance, time_to_high_pct, wavelet_energy_s2_z, trade_size_iqr, eigen_ratio_z, ew_impulse_detected, auction_clearing_speed_z, ofi_shift, fib_wave_ratio_count_z",,3672,540,AUC_dev,3
tgt_best_side_3,True,20,"is_swing_low, hilbert_std_amplitude, vpin, trade_size_iqr, session_asia, dist_to_resistance_20_bps, total_energy, monotonicity_score, kinetic_energy, avg_buy_size, market_temperature, flash_event_count, avg_buy_size_z, max_drawup, gap_abs_bps_z, max_drawdown, support_touches_20, dist_to_resistance_5_bps, low, is_swing_high",0.02219040801717964,3672,540,AUC_dev,3
tgt_best_side_5,True,20,"low, hilbert_std_amplitude, trade_size_iqr, stop_hunt_up_score_z, max_drawdown, zero_crossing_rate, total_energy, market_pressure, heat_capacity, market_temperature, max_drawup, gap_fill_rate_10, hilbert_mean_amplitude_z, dist_to_resistance_5_bps, is_swing_low, median_trade_size_z, flash_event_count, avg_buy_size, is_swing_high, hurst_exponent",-0.008792805257696323,3672,540,AUC_dev,3
tgt_breakout_any_10,True,20,"sunflower_score_z, wave_energy, atr_change_pct_14, monotonicity_score, burstiness, trade_rate_std, market_temperature, trade_rate_std_z, cvd_range, trade_time_entropy, max_drawup, quartile_vol_ratio, flash_event_count, max_drawdown, arrival_time_kurtosis, carrying_capacity_ratio, disposition_effect_z, max_down_sweep, eigen_ratio_z, max_buy_run",0.24803738317757007,3672,540,AUC_dev,3
tgt_breakout_any_3,True,20,"wave_energy, trade_rate_std, burstiness, sunflower_score_z, market_temperature, trade_rate_std_z, trade_time_entropy, kinetic_energy, atr_change_pct_14, max_drawdown, max_drawup, cvd_range, monotonicity_score, taylor_rate_r2, total_energy, quartile_vol_ratio, carrying_capacity_ratio, flash_event_count, flash_event_count_z, max_up_sweep_z",0.23674973674973676,3672,540,AUC_dev,3
tgt_breakout_any_5,True,20,"atr_change_pct_14, sunflower_score_z, trade_rate_std, wave_energy, trade_rate_std_z, trade_time_entropy, burstiness, market_temperature, flash_event_count_z, cvd_range, max_drawup, taylor_rate_r2, kinetic_energy, quartile_vol_ratio, sweep_count_z, max_up_sweep_z, max_drawdown, eigen_ratio_z, fib_intertime_ratio_pct, disposition_effect_z",0.2618867924528302,3672,540,AUC_dev,3
tgt_breakout_down_10,True,20,"close_to_fair_price_bps_z, max_drawup, ew_net_direction_z, time_to_high_pct, dist_to_support_5_bps, is_swing_low, cvd_close_vs_range, breakout_up_bps_5_z, large_buy_pct, sunflower_score_z, dist_to_support_10_bps, total_energy, wave_energy, burstiness, golden_ratio_composite, dist_to_resistance_10_bps_z, panic_sell_ratio, trade_rate_std_z, monotonicity_score, fair_value_change_bps_z",0.2625588697017267,3672,540,AUC_dev,3
tgt_breakout_down_3,True,20,"close_to_fair_price_bps_z, max_drawup, ew_net_direction_z, time_to_high_pct, dist_to_support_5_bps, is_swing_low, cvd_close_vs_range, large_buy_pct, net_tick_direction, dist_to_support_10_bps, panic_sell_ratio, fair_value_change_bps_z, golden_ratio_composite, aggression_imbalance, burstiness, cvd_max, dist_to_resistance_5_bps, wave_energy, ofi_persistence_z, first_half_return",0.31329637271424304,3672,540,AUC_dev,3
tgt_breakout_down_5,True,20,"close_to_fair_price_bps_z, max_drawup, ew_net_direction_z, time_to_high_pct, dist_to_support_5_bps, is_swing_low, cvd_close_vs_range, large_buy_pct, breakout_up_bps_5_z, dist_to_support_10_bps, wave_energy, total_energy, panic_sell_ratio, burstiness, dist_to_resistance_10_bps_z, sunflower_score_z, monotonicity_score, fair_value_change_bps_z, aggression_imbalance, golden_ratio_composite",0.2963089542036911,3672,540,AUC_dev,3
tgt_breakout_up_10,True,20,"close_to_fair_price_bps_z, ew_net_direction_z, max_drawdown, dist_to_resistance_10_bps_z, time_to_high_pct, is_swing_high, cvd_close_vs_range, dist_to_resistance_5_bps, large_buy_pct, cvd_range, fair_value_change_bps_z, net_tick_direction, dist_to_support_5_bps, trade_rate_std, sunflower_score_z, golden_ratio_composite, trade_rate_std_z, atr_change_pct_14, breakout_down_bps_5_z, ll_streak_z",0.3283361486486486,3672,540,AUC_dev,3
tgt_breakout_up_3,True,20,"close_to_fair_price_bps_z, ew_net_direction_z, max_drawdown, time_to_high_pct, cvd_close_vs_range, is_swing_high, large_buy_pct, dist_to_resistance_5_bps, dist_to_resistance_10_bps_z, dist_to_support_5_bps, fair_value_change_bps_z, ofi_persistence_z, golden_ratio_composite, first_half_return, aggression_imbalance, vol_asymmetry, response_asymmetry, net_tick_direction, cvd_range, dist_to_support_10_bps",0.36465169394746866,3672,540,AUC_dev,3
tgt_breakout_up_5,True,20,"close_to_fair_price_bps_z, ew_net_direction_z, max_drawdown, time_to_high_pct, cvd_close_vs_range, large_buy_pct, dist_to_resistance_10_bps_z, dist_to_resistance_5_bps, is_swing_high, net_tick_direction, fair_value_change_bps_z, golden_ratio_composite, dist_to_support_5_bps, cvd_range, first_half_return, aggression_imbalance, vol_asymmetry, response_asymmetry, dist_to_support_10_bps, ofi_persistence_z",0.33611720574704507,3672,540,AUC_dev,3
tgt_consolidation_3,True,20,"wave_energy, kinetic_energy, trade_rate_std, sunflower_score_z, trade_rate_std_z, atr_change_pct_14, market_temperature, cvd_range, total_energy, burstiness, monotonicity_score, max_drawup, trade_time_entropy, convex_hull_area, max_drawdown, sweep_count_z, max_up_sweep_z, taylor_rate_r2, eigen_ratio_z, max_down_sweep",0.31903983549075954,3672,540,AUC_dev,3
tgt_consolidation_5,True,20,"wave_energy, atr_change_pct_14, trade_rate_std, kinetic_energy, sunflower_score_z, trade_rate_std_z, market_temperature, total_energy, cvd_range, burstiness, monotonicity_score, trade_time_entropy, max_drawup, max_drawdown, sweep_count_z, flash_event_count_z, max_up_sweep_z, flash_event_count, convex_hull_area, roll_spread",0.3146534653465347,3672,540,AUC_dev,3
tgt_crash_10,True,20,"market_temperature, trade_rate_std, wave_energy, trade_rate_std_z, sunflower_score_z, cvd_range, sweep_count_z, eigen_ratio_z, max_down_sweep, max_sell_run, roll_spread, burstiness, max_up_sweep_z, max_drawdown, total_energy, monotonicity_score, vol_of_vol_z, trade_time_entropy, kinetic_energy, path_length_over_range",0.23795031495505703,3672,540,AUC_dev,3
tgt_crash_3,True,20,"market_temperature, trade_rate_std, trade_rate_std_z, burstiness, wave_energy, roll_spread, sweep_count_z, max_drawdown, max_down_sweep, cvd_range, eigen_ratio_z, trade_time_entropy, vol_price_feedback_z, sunflower_score_z, max_up_sweep_z, vol_of_vol_z, max_sell_run, taylor_rate_r2, total_energy, monotonicity_score",0.17726900004315738,3672,540,AUC_dev,3
tgt_crash_5,True,20,"market_temperature, trade_rate_std, wave_energy, trade_rate_std_z, sunflower_score_z, cvd_range, roll_spread, burstiness, max_drawdown, eigen_ratio_z, max_sell_run, sweep_count_z, monotonicity_score, max_down_sweep, total_energy, max_up_sweep_z, trade_time_entropy, atr_change_pct_14, vol_of_vol_z, vol_price_feedback_z",0.17878915282741215,3672,540,AUC_dev,3
